player_id,full_name,team_name,team_id,element_type,now_cost_millions,expected_points,start_probability,confidence_score,confidence_level,expected_points_lower_80,expected_points_upper_80,starting,bench,captain,next_fixture
670,Robin Roefs,Sunderland,17,1,4.8,5.649511081093468,0.9355258346293135,89.7,High,4.8,6.499,1,0,0,MUN (A)
683,Omar Alderete,Sunderland,17,2,4.1,8.013798086684185,0.92336604660578,76.2,High,6.682,9.346,1,0,0,MUN (A)
295,Michael Keane,Everton,9,2,4.5,5.25734289043039,0.9102082964505758,95.7,High,5.088,5.426,1,0,0,CRY (H)
694,Nordi Mukiele,Sunderland,17,2,4.6,5.144416250552787,0.8276778269252227,89.2,High,4.57,5.719,1,0,0,MUN (A)
72,Marcos Senesi Barón,Bournemouth,4,2,5.2,4.953945378430325,0.9436186216487048,91.3,High,4.305,5.603,1,0,0,FUL (H)
82,Antoine Semenyo,Man City,13,3,8.0,5.677252984976647,0.9480564480992437,90.9,High,4.943,6.411,1,0,0,BRE (A)
26,Martín Zubimendi Ibáñez,Arsenal,1,3,4.9,5.47326619071658,0.9106616072649006,92.9,High,5.067,5.88,1,0,0,WHU (H)
673,João Maria Lobo Alves Palhares Costa Palhinha Gonçalves,Spurs,18,3,5.5,5.457646094999873,0.7577337213203376,80.2,High,3.788,7.127,1,0,0,LEE (A)
427,Tijjani Reijnders,Man City,13,3,5.0,5.029203769466427,0.9066511409216966,68.0,Medium,4.192,5.866,1,0,0,BRE (A)
430,Erling Haaland,Man City,13,4,14.7,11.52949564022487,0.9200713490908241,82.2,High,8.856,14.203,1,0,1,BRE (A)
249,João Pedro Junqueira de Jesus,Chelsea,7,4,7.4,5.140948035308947,0.8856236963373103,90.7,High,4.575,5.707,1,0,0,LIV (H)
