player_id,full_name,team_name,team_id,element_type,now_cost_millions,expected_points,start_probability,confidence_score,confidence_level,expected_points_lower_80,expected_points_upper_80,starting,bench,captain,next_fixture
502,Matz Sels,Nott'm Forest,16,1,4.6,4.607140101262749,0.9145844397397702,91.0,High,4.009,5.206,1,0,0,SUN (A)
723,Jaydee Canvot,Crystal Palace,8,2,4.5,7.089540382147323,0.915059217395766,91.6,High,6.501,7.678,1,0,1,LIV (A)
508,Neco Williams,Nott'm Forest,16,2,4.8,5.42411103918193,0.8822420329362018,89.1,High,4.678,6.17,1,0,0,SUN (A)
373,Virgil van Dijk,Liverpool,12,2,6.1,5.371057036054073,0.9471008137563903,65.8,Medium,4.164,6.578,1,0,0,CRY (H)
260,Marc Guéhi,Man City,13,2,5.1,5.1244533835609065,0.9697495932109075,92.6,High,4.534,5.715,1,0,0,
407,Matheus Nunes,Man City,13,2,5.3,5.026101367580747,0.9522739416769926,96.3,High,4.83,5.222,1,0,0,
515,Morgan Gibbs-White,Nott'm Forest,16,3,7.6,6.631296931537202,0.9368618780914453,82.5,High,4.097,9.166,1,0,0,SUN (A)
417,Rayan Cherki,Man City,13,3,6.5,5.771365267294771,0.8500952787766035,85.7,High,4.654,6.889,1,0,0,
449,Bruno Borges Fernandes,Man Utd,14,3,10.4,4.831280533826774,0.9383634571685431,93.7,High,4.44,5.222,1,0,0,BRE (H)
64,Ollie Watkins,Aston Villa,2,4,8.7,5.75666627096891,0.8720860689226295,95.7,High,5.647,5.866,1,0,0,FUL (A)
311,Norberto Bercique Gomes Betuncal,Everton,9,4,5.1,5.5622247375312845,0.7639335098749013,89.6,High,5.163,5.962,1,0,0,WHU (A)
