player_id,full_name,team_name,team_id,element_type,now_cost_millions,expected_points,start_probability,confidence_score,confidence_level,expected_points_lower_80,expected_points_upper_80,starting,bench,captain,next_fixture
736,Gianluigi Donnarumma,Man City,13,1,5.6,4.3354063365099105,0.9554584803577816,73.3,Medium,3.886,4.785,1,0,0,EVE (A)
5,Gabriel dos Santos Magalhães,Arsenal,1,2,7.3,5.462126134398903,0.9586676212116787,95.3,High,5.164,5.76,1,0,0,FUL (H)
373,Virgil van Dijk,Liverpool,12,2,6.1,5.421697969719991,0.9302574471152482,67.0,Medium,4.399,6.444,1,0,0,MUN (A)
407,Matheus Nunes,Man City,13,2,5.3,5.346583328301229,0.9485795981568076,94.5,High,5.002,5.691,1,0,0,EVE (A)
6,William Saliba,Arsenal,1,2,6.3,5.192934442078896,0.8511901133945178,92.9,High,4.914,5.472,1,0,0,FUL (H)
457,Carlos Henrique Casimiro,Man Utd,14,3,5.8,7.014615422641416,0.9109856706300943,87.2,High,5.843,8.187,1,0,1,LIV (H)
515,Morgan Gibbs-White,Nott'm Forest,16,3,7.6,6.952523978493254,0.9344224334556821,87.7,High,5.768,8.137,1,0,0,CHE (A)
417,Rayan Cherki,Man City,13,3,6.5,6.168740128591976,0.8445617254038125,93.9,High,5.966,6.372,1,0,0,EVE (A)
388,Curtis Jones,Liverpool,12,3,5.4,5.77388403534047,0.8250659009230532,84.3,High,4.535,7.013,1,0,0,MUN (A)
624,Jarrod Bowen,West Ham,19,4,7.8,5.371140503524886,0.9852624548586877,66.9,Medium,4.175,6.567,1,0,0,BRE (A)
64,Ollie Watkins,Aston Villa,2,4,8.7,5.177576845220378,0.9021767141735005,88.6,High,4.311,6.044,1,0,0,TOT (H)
