player_id,full_name,team_name,team_id,element_type,now_cost_millions,expected_points,start_probability,confidence_score,confidence_level,expected_points_lower_80,expected_points_upper_80,starting,bench,captain,next_fixture
287,Jordan Pickford,Everton,9,1,5.6,3.8607807070107714,0.9512815128060204,69.1,Medium,3.119,4.602,1,0,0,CHE (A)
411,Nico O'Reilly,Man City,13,2,5.3,5.846983286810878,0.9495642387887765,94.4,High,5.488,6.206,1,0,0,CRY (A)
408,Rúben dos Santos Gato Alves Dias,Man City,13,2,5.5,5.435397896782428,0.937459811964938,87.0,High,4.157,6.714,1,0,0,CRY (A)
291,James Tarkowski,Everton,9,2,5.8,5.2353143112352996,0.9397089826478668,89.5,High,4.358,6.113,1,0,0,CHE (A)
226,Trevoh Chalobah,Chelsea,7,2,5.4,4.814242606165575,0.9066424649417568,88.0,High,3.862,5.766,1,0,0,EVE (H)
449,Bruno Borges Fernandes,Man Utd,14,3,10.4,12.589155888882505,0.9625612856845456,88.1,High,11.165,14.013,1,0,1,BOU (H)
414,Phil Foden,Man City,13,3,8.0,7.9046588416246735,0.9549187388166467,87.3,High,6.517,9.292,1,0,0,CRY (A)
488,Bruno Guimarães Rodriguez Moura,Newcastle,15,3,6.9,6.771369871394469,0.8312926714605229,81.8,High,4.939,8.604,1,0,0,SUN (A)
242,Kiernan Dewsbury-Hall,Everton,9,3,5.3,6.183531965470402,0.8947418675266006,82.8,High,4.192,8.175,1,0,0,CHE (A)
329,Harry Wilson,Fulham,10,3,5.8,5.896142927095552,0.9220449094557821,90.1,High,5.137,6.655,1,0,0,BUR (A)
624,Jarrod Bowen,West Ham,19,4,7.8,5.109926403493755,0.9688942604120079,65.2,Medium,3.777,6.443,1,0,0,AVL (H)
