player_id,full_name,team_name,team_id,element_type,now_cost_millions,expected_points,start_probability,confidence_score,confidence_level,expected_points_lower_80,expected_points_upper_80,starting,bench,captain,next_fixture
32,Emiliano Martínez Romero,Aston Villa,2,1,5.0,4.422194757137277,0.9240080268018345,95.3,High,4.208,4.636,1,0,0,CHE (H)
5,Gabriel dos Santos Magalhães,Arsenal,1,2,7.3,6.665496351744363,0.9593451989177744,92.7,High,6.095,7.236,1,0,0,BHA (A)
411,Nico O'Reilly,Man City,13,2,5.3,6.259319713825294,0.9238792722339868,89.4,High,5.392,7.126,1,0,0,NFO (H)
373,Virgil van Dijk,Liverpool,12,2,6.1,5.572468835964832,0.9513301565468515,64.1,Medium,4.101,7.044,1,0,0,WOL (A)
449,Bruno Borges Fernandes,Man Utd,14,3,10.4,7.514267734004262,0.9717734005762912,86.6,High,5.891,9.138,1,0,1,NEW (A)
329,Harry Wilson,Fulham,10,3,5.8,6.920955286795314,0.9162679655419214,81.8,High,4.329,9.513,1,0,0,WHU (H)
324,Alex Iwobi,Fulham,10,3,6.1,6.041819992083262,0.9056079716210674,84.2,High,4.347,7.737,1,0,0,WHU (H)
82,Antoine Semenyo,Man City,13,3,8.0,5.527292578824777,0.9487723237843672,93.2,High,5.056,5.999,1,0,0,NFO (H)
200,Jaidon Anthony,Burnley,3,3,5.0,5.030324446078458,0.8722474274648697,94.1,High,4.809,5.252,1,0,0,EVE (A)
661,Hugo Ekitiké,Liverpool,12,4,9.0,6.592481210461246,0.8753121208334935,58.9,Medium,4.43,8.755,1,0,0,WOL (A)
136,Igor Thiago Nascimento Rodrigues,Brentford,5,4,7.2,4.959150609412169,0.917400549791342,93.2,High,4.573,5.346,1,0,0,BOU (A)
