player_id,full_name,team_name,team_id,element_type,now_cost_millions,expected_points,start_probability,confidence_score,confidence_level,expected_points_lower_80,expected_points_upper_80,starting,bench,captain,next_fixture
469,Nick Pope,Newcastle,15,1,5.0,6.899888933051541,0.9132388986953178,93.4,High,6.507,7.292,1,0,0,BOU (A)
575,Micky van de Ven,Spurs,18,2,4.4,6.32081156904947,0.907881458472579,93.5,High,5.96,6.682,1,0,0,BHA (A)
7,Riccardo Calafiori,Arsenal,1,2,5.6,6.291645367647939,0.8721945298316709,89.1,High,5.557,7.026,1,0,0,MCI (H)
569,Cristian Romero,Spurs,18,2,5.0,6.167147719240392,0.894746819222165,65.5,Medium,5.013,7.322,1,0,0,BHA (A)
8,Jurriën Timber,Arsenal,1,2,6.0,6.124885381931566,0.7806640723289742,69.6,Medium,5.163,7.086,1,0,0,MCI (H)
291,James Tarkowski,Everton,9,2,5.8,5.810366660908097,0.9393011278243707,95.8,High,5.594,6.027,1,0,0,LIV (A)
82,Antoine Semenyo,Man City,13,3,8.0,6.835735981005469,0.9653570913170071,93.9,High,6.373,7.299,1,0,0,ARS (A)
26,Martín Zubimendi Ibáñez,Arsenal,1,3,4.9,6.274927140463434,0.8500328938249861,89.0,High,5.589,6.961,1,0,0,MCI (H)
205,Josh Cullen,Burnley,3,3,4.9,5.830187002837903,0.9682529554825752,72.3,Medium,5.178,6.482,1,0,0,NFO (H)
430,Erling Haaland,Man City,13,4,14.7,9.398742864024928,0.9437102143582198,84.1,High,7.261,11.537,1,0,1,ARS (A)
249,João Pedro Junqueira de Jesus,Chelsea,7,4,7.4,7.186954954281065,0.8922987364772579,90.5,High,6.538,7.836,1,0,0,MUN (A)
