player_id,full_name,team_name,team_id,element_type,now_cost_millions,expected_points,start_probability,confidence_score,confidence_level,expected_points_lower_80,expected_points_upper_80,starting,bench,captain,next_fixture
733,Senne Lammens,Man Utd,14,1,5.1,4.58787658089687,0.9622697572011234,61.7,Medium,2.719,6.456,1,0,0,NFO (H)
6,William Saliba,Arsenal,1,2,6.3,6.165928884029073,0.8985276541833973,94.6,High,5.917,6.415,1,0,1,BUR (H)
291,James Tarkowski,Everton,9,2,5.8,5.966631975537739,0.9400710422226402,82.6,High,3.47,8.463,1,0,0,SUN (H)
5,Gabriel dos Santos Magalhães,Arsenal,1,2,7.3,5.914838526208774,0.9332514065706772,87.9,High,4.804,7.026,1,0,0,BUR (H)
72,Marcos Senesi Barón,Bournemouth,4,2,5.2,5.049060648539607,0.9433190332985719,89.4,High,4.155,5.943,1,0,0,MCI (H)
807,Rayan Vitor Simplício Rocha,Bournemouth,4,3,5.4,6.122209295833227,0.8149663903045345,60.9,Medium,4.639,7.605,1,0,0,MCI (H)
200,Jaidon Anthony,Burnley,3,3,5.0,5.410031616014873,0.9190934863222715,88.4,High,4.447,6.373,1,0,0,ARS (A)
354,Ethan Ampadu,Leeds,11,3,4.9,5.014844917975765,0.9339214938961562,88.3,High,3.992,6.038,1,0,0,BHA (H)
517,Elliot Anderson,Nott'm Forest,16,3,5.7,4.995655151019555,0.8717395123730947,82.4,High,3.103,6.888,1,0,0,MUN (A)
163,Jack Hinshelwood,Brighton,6,3,5.2,4.880283136829883,0.8590499301517585,91.6,High,4.472,5.289,1,0,0,LEE (A)
311,Norberto Bercique Gomes Betuncal,Everton,9,4,5.1,5.099672472399265,0.7783018183324703,86.6,High,4.38,5.819,1,0,0,SUN (H)
