player_id,full_name,team_name,team_id,element_type,now_cost_millions,expected_points,start_probability,confidence_score,confidence_level,expected_points_lower_80,expected_points_upper_80,starting,bench,captain,next_fixture
736,Gianluigi Donnarumma,Man City,13,1,5.6,3.9708986434053664,0.9109013781301741,64.1,Medium,2.792,5.15,1,0,0,WHU (H)
226,Trevoh Chalobah,Chelsea,7,2,5.4,5.018706804127315,0.8920443614877538,94.6,High,4.801,5.236,1,0,0,NEW (A)
318,Calvin Bassey,Fulham,10,2,4.4,4.7403730867952545,0.938457853977942,95.8,High,4.535,4.945,1,0,0,NFO (H)
531,Daniel Ballard,Sunderland,17,2,4.6,4.121071380188656,0.9085532127962122,95.6,High,3.958,4.284,1,0,0,BHA (A)
449,Bruno Borges Fernandes,Man Utd,14,3,10.4,8.735429790444389,0.9620904607635672,86.2,High,7.049,10.422,1,0,1,AVL (A)
16,Bukayo Saka,Arsenal,1,3,10.0,8.688244787537267,0.8993462999229752,84.8,High,7.059,10.318,1,0,0,EVE (A)
329,Harry Wilson,Fulham,10,3,5.8,7.505947394041568,0.8456400949122378,79.5,High,4.767,10.245,1,0,0,NFO (H)
708,Mateus Gonçalo Espanha Fernandes,West Ham,19,3,5.5,6.44694287590057,0.9264212410259638,91.5,High,5.829,7.065,1,0,0,MCI (A)
47,Morgan Rogers,Aston Villa,2,3,7.3,5.9177196349217684,0.9124376833388879,85.8,High,4.527,7.308,1,0,0,MUN (H)
430,Erling Haaland,Man City,13,4,14.7,6.901212144819681,0.9383373974054932,97.8,High,6.832,6.971,1,0,0,WHU (H)
661,Hugo Ekitiké,Liverpool,12,4,9.0,5.344947193939207,0.6764766219903884,59.7,Medium,4.22,6.47,1,0,0,TOT (A)
