player_id,full_name,team_name,team_id,element_type,now_cost_millions,expected_points,start_probability,confidence_score,confidence_level,expected_points_lower_80,expected_points_upper_80,starting,bench,captain,next_fixture
32,Emiliano Martínez Romero,Aston Villa,2,1,5.0,4.995385099259558,0.9018704979150483,94.4,High,4.742,5.249,1,0,0,BHA (A)
684,Malick Thiaw,Newcastle,15,2,4.9,5.943853583487034,0.927357105480773,64.4,Medium,4.572,7.316,1,0,0,TOT (H)
295,Michael Keane,Everton,9,2,4.5,5.257800396087635,0.9399163756143241,98.0,High,5.194,5.322,1,0,0,BOU (A)
41,Pau Torres,Aston Villa,2,2,4.3,4.932695874349006,0.9008162870867811,93.5,High,4.605,5.26,1,0,0,BHA (A)
83,Dango Ouattara,Brentford,5,3,5.6,6.510840034811935,0.8427252776878158,88.6,High,5.795,7.227,1,0,0,ARS (A)
414,Phil Foden,Man City,13,3,8.0,6.045621363987635,0.9359068564151769,90.7,High,5.318,6.773,1,0,0,FUL (A)
58,Boubacar Kamara,Aston Villa,2,3,4.9,5.381091809063844,0.886421577667752,66.4,Medium,4.407,6.356,1,0,0,BHA (A)
449,Bruno Borges Fernandes,Man Utd,14,3,10.4,5.321681555650078,0.9809763153198449,92.9,High,4.73,5.913,1,0,0,WHU (H)
328,Ryan Sessegnon,Fulham,10,3,5.4,4.888217949914372,0.9043769272343766,95.8,High,4.746,5.031,1,0,0,MCI (H)
136,Igor Thiago Nascimento Rodrigues,Brentford,5,4,7.2,7.122444358438941,0.9326828010791679,94.1,High,6.744,7.501,1,0,1,ARS (A)
714,Nick Woltemade,Newcastle,15,4,6.7,5.555432172566521,0.9201253127868454,92.9,High,5.122,5.989,1,0,0,TOT (H)
