player_id,full_name,team_name,team_id,element_type,now_cost_millions,expected_points,start_probability,confidence_score,confidence_level,expected_points_lower_80,expected_points_upper_80,starting,bench,captain,next_fixture
314,Bernd Leno,Fulham,10,1,5.0,4.199880367488787,0.9375330952473737,65.3,Medium,3.067,5.333,1,0,0,EVE (A)
5,Gabriel dos Santos Magalhães,Arsenal,1,2,7.3,8.733014633204625,0.8892493923636984,88.2,High,7.753,9.713,1,0,0,SUN (A)
260,Marc Guéhi,Man City,13,2,5.1,6.287495118545232,0.947337792085866,98.4,High,6.223,6.352,1,0,0,LIV (H)
8,Jurriën Timber,Arsenal,1,2,6.0,6.169977765579256,0.8644153954137019,74.6,Medium,5.491,6.849,1,0,0,SUN (A)
225,Reece James,Chelsea,7,2,5.6,6.05469185514591,0.9066972314955,93.3,High,5.675,6.434,1,0,0,WOL (H)
21,Declan Rice,Arsenal,1,3,7.2,7.60388320195146,0.9035351957870214,95.7,High,7.419,7.789,1,0,0,SUN (A)
328,Ryan Sessegnon,Fulham,10,3,5.4,6.248430119771873,0.9212252987202507,87.9,High,5.168,7.328,1,0,0,EVE (A)
329,Harry Wilson,Fulham,10,3,5.8,5.9670823995613755,0.8708356712116454,90.9,High,5.444,6.49,1,0,0,EVE (A)
457,Carlos Henrique Casimiro,Man Utd,14,3,5.8,5.777168850925381,0.6872960855617732,76.9,High,3.752,7.802,1,0,0,TOT (A)
430,Erling Haaland,Man City,13,4,14.7,10.434914524530988,0.9403187772545505,93.6,High,9.943,10.927,1,0,1,LIV (H)
283,Jean-Philippe Mateta,Crystal Palace,8,4,7.6,7.078014843091477,0.9292525043137956,97.8,High,7.014,7.142,1,0,0,BHA (H)
