player_id,full_name,team_name,team_id,element_type,now_cost_millions,expected_points,start_probability,confidence_score,confidence_level,expected_points_lower_80,expected_points_upper_80,starting,bench,captain,next_fixture
253,Dean Henderson,Crystal Palace,8,1,5.1,4.239804905925704,0.9722864671436219,65.3,Medium,2.977,5.503,1,0,0,FUL (A)
257,Maxence Lacroix,Crystal Palace,8,2,5.2,7.183205903003231,0.9378085307243995,93.3,High,6.717,7.649,1,0,0,FUL (A)
256,Daniel Muñoz Mejía,Crystal Palace,8,2,5.9,6.706978770861614,0.8949057813687895,81.4,High,4.205,9.209,1,0,0,FUL (A)
508,Neco Williams,Nott'm Forest,16,2,4.8,5.672269351331831,0.9236095837812485,92.6,High,5.198,6.147,1,0,0,EVE (A)
414,Phil Foden,Man City,13,3,8.0,9.028567096595403,0.9364192069238125,83.3,High,6.703,11.354,1,0,1,SUN (H)
457,Carlos Henrique Casimiro,Man Utd,14,3,5.8,6.5399987503619705,0.9102458811059253,87.2,High,5.395,7.685,1,0,0,WOL (A)
173,Mats Wieffer,Brighton,6,3,4.8,5.996588201983625,0.8813869295614956,94.6,High,5.788,6.206,1,0,0,WHU (H)
419,Jack Grealish,Everton,9,3,6.3,5.283124215415861,0.8797136168504864,60.6,Medium,3.583,6.984,1,0,0,NFO (H)
21,Declan Rice,Arsenal,1,3,7.2,5.248511783389642,0.9258459848729754,97.4,High,5.18,5.317,1,0,0,AVL (A)
430,Erling Haaland,Man City,13,4,14.7,7.420030280216865,0.9510889923726417,85.0,High,5.549,9.291,1,0,0,SUN (H)
714,Nick Woltemade,Newcastle,15,4,6.7,5.600551379491428,0.9017689554635775,95.4,High,5.424,5.777,1,0,0,BUR (H)
