player_id,full_name,team_name,team_id,element_type,now_cost_millions,expected_points,start_probability,confidence_score,confidence_level,expected_points_lower_80,expected_points_upper_80,starting,bench,captain,next_fixture
670,Robin Roefs,Sunderland,17,1,4.8,5.764629188051499,0.9661692566941977,93.9,High,5.316,6.214,1,0,0,CHE (A)
694,Nordi Mukiele,Sunderland,17,2,4.6,14.595033416285704,0.9887155816745128,95.0,High,14.083,15.107,1,0,1,CHE (A)
5,Gabriel dos Santos Magalhães,Arsenal,1,2,7.3,6.528988104475996,0.8944100672196169,89.2,High,5.729,7.329,1,0,0,CRY (H)
8,Jurriën Timber,Arsenal,1,2,6.0,6.505366429577398,0.9269294060961093,72.4,Medium,5.434,7.576,1,0,0,CRY (H)
256,Daniel Muñoz Mejía,Crystal Palace,8,2,5.9,5.986791836578197,0.9410855899660604,93.2,High,5.528,6.446,1,0,0,ARS (A)
673,João Maria Lobo Alves Palhares Costa Palhinha Gonçalves,Spurs,18,3,5.5,6.010280623467468,0.8779735940325585,93.9,High,5.743,6.278,1,0,0,EVE (A)
722,Florentino Ibrain Morris Luís,Burnley,3,3,5.0,5.85033332716613,0.9463792745247082,72.1,Medium,5.217,6.484,1,0,0,WOL (A)
82,Antoine Semenyo,Man City,13,3,8.0,5.460242899564563,0.9685340428120359,91.2,High,4.699,6.221,1,0,0,AVL (A)
430,Erling Haaland,Man City,13,4,14.7,10.54383446352126,0.9577335764572174,88.3,High,9.253,11.834,1,0,0,AVL (A)
714,Nick Woltemade,Newcastle,15,4,6.7,7.2220891528464035,0.9126354795514855,91.3,High,6.6,7.844,1,0,0,FUL (H)
283,Jean-Philippe Mateta,Crystal Palace,8,4,7.6,7.104618829863234,0.9201737086952686,91.4,High,6.484,7.725,1,0,0,ARS (A)
