player_id,full_name,team_name,team_id,element_type,now_cost_millions,expected_points,start_probability,confidence_score,confidence_level,expected_points_lower_80,expected_points_upper_80,starting,bench,captain,next_fixture
341,Karl Darlow,Leeds,11,1,4.0,6.998662506902275,0.940055230094297,66.0,Medium,5.692,8.305,1,0,0,WOL (H) / BOU (A)
151,Jan Paul van Hecke,Brighton,6,2,4.7,12.127714733903446,0.9198958497340204,83.7,High,9.939,14.317,1,0,0,TOT (A) / CHE (H)
606,Konstantinos Mavropanos,West Ham,19,2,4.5,8.713206137109445,0.8007027148095206,85.4,High,7.642,9.784,1,0,0,CRY (A)
260,Marc Guéhi,Man City,13,2,5.1,8.52225831650546,0.9392858709176026,81.5,High,5.43,11.614,1,0,0,ARS (H) / BUR (A)
411,Nico O'Reilly,Man City,13,2,5.3,6.666200310670668,0.7649877422347191,85.5,High,5.8,7.533,1,0,0,ARS (H) / BUR (A)
173,Mats Wieffer,Brighton,6,3,4.8,13.263704434419889,0.8680306749770457,87.2,High,12.065,14.462,1,0,1,TOT (A) / CHE (H)
90,Alex Scott,Bournemouth,4,3,4.9,10.224429974760334,0.9449582023182015,84.6,High,8.18,12.269,1,0,0,NEW (A) / LEE (H)
163,Jack Hinshelwood,Brighton,6,3,5.2,9.612824252753507,0.8721642137505162,87.5,High,8.561,10.665,1,0,0,TOT (A) / CHE (H)
200,Jaidon Anthony,Burnley,3,3,5.0,9.194313406422546,0.9227070442410765,89.4,High,8.259,10.13,1,0,0,NFO (A) / MCI (H)
624,Jarrod Bowen,West Ham,19,4,7.8,7.259470497197022,0.9611744726045299,62.2,Medium,5.254,9.265,1,0,0,CRY (A)
215,Zian Flemming,Burnley,3,4,5.3,6.758222997648588,0.825446714678431,91.3,High,6.355,7.162,1,0,0,NFO (A) / MCI (H)
