player_id,full_name,team_name,team_id,element_type,now_cost_millions,expected_points,start_probability,confidence_score,confidence_level,expected_points_lower_80,expected_points_upper_80,starting,bench,captain,bench_order,next_fixture
84,Marcus Tavernier,Bournemouth,4,3,5.3,4.607878899786467,0.9549874565227029,90.7,High,3.85,5.366,0,1,0,1,
120,Kevin Schade,Brentford,5,3,6.8,4.582448872729801,0.8758716968904704,92.9,High,4.261,4.904,0,1,0,2,MUN (A)
136,Igor Thiago Nascimento Rodrigues,Brentford,5,4,7.2,4.246030999234476,0.9607693720555189,92.5,High,3.696,4.796,0,1,0,3,MUN (A)
679,Mads Hermansen,West Ham,19,1,4.2,4.429566962824637,0.9344630008740822,72.8,Medium,3.966,4.893,0,1,0,4,EVE (H)
