player_id,full_name,team_name,team_id,element_type,now_cost_millions,expected_points,start_probability,confidence_score,confidence_level,expected_points_lower_80,expected_points_upper_80,starting,bench,captain,next_fixture
469,Nick Pope,Newcastle,15,1,5.0,5.19599463769161,0.9071650832651637,97.0,High,5.129,5.263,1,0,0,BHA (A)
8,Jurriën Timber,Arsenal,1,2,6.0,8.804599730561302,0.9230101310698021,76.7,High,8.032,9.578,1,0,0,FUL (A)
5,Gabriel dos Santos Magalhães,Arsenal,1,2,7.3,6.591882975222198,0.9736670062757016,96.2,High,6.329,6.855,1,0,0,FUL (A)
476,Dan Burn,Newcastle,15,2,5.0,4.769421712703444,0.9332146402149488,92.2,High,4.243,5.296,1,0,0,BHA (A)
82,Antoine Semenyo,Man City,13,3,8.0,9.326455853227872,0.9765276916304242,88.9,High,8.084,10.569,1,0,1,EVE (H)
419,Jack Grealish,Everton,9,3,6.3,6.856067543905571,0.9449453326832387,66.3,Medium,5.582,8.13,1,0,0,MCI (A)
582,Mohammed Kudus,Spurs,18,3,6.4,6.076786668673751,0.9571978377213859,61.1,Medium,3.967,8.187,1,0,0,AVL (H)
26,Martín Zubimendi Ibáñez,Arsenal,1,3,4.9,5.570297418596404,0.9094579892727241,94.2,High,5.273,5.867,1,0,0,FUL (A)
390,Ryan Gravenberch,Liverpool,12,3,5.4,5.413279023757162,0.9403057348593171,97.1,High,5.3,5.527,1,0,0,MUN (H)
430,Erling Haaland,Man City,13,4,14.7,8.113500744753651,0.9671725490175527,95.8,High,7.811,8.416,1,0,0,EVE (H)
714,Nick Woltemade,Newcastle,15,4,6.7,5.942324848969878,0.8351133874492882,86.6,High,5.017,6.868,1,0,0,BHA (A)
