player_id,full_name,team_name,team_id,element_type,now_cost_millions,expected_points,start_probability,confidence_score,confidence_level,expected_points_lower_80,expected_points_upper_80,starting,bench,captain,next_fixture
628,José Malheiro de Sá,Wolves,20,1,4.2,5.333501154805708,0.9472021355707978,96.9,High,5.192,5.475,1,0,0,NFO (A) / ARS (H)
5,Gabriel dos Santos Magalhães,Arsenal,1,2,7.3,14.036009085409288,0.9274529330633938,87.4,High,12.597,15.475,1,0,1,BRE (A) / WOL (A)
6,William Saliba,Arsenal,1,2,6.3,10.08981653344533,0.8736460692151843,90.6,High,9.432,10.747,1,0,0,BRE (A) / WOL (A)
77,James Hill,Bournemouth,4,2,4.2,5.085988824319452,0.8940802196539722,65.0,Medium,3.964,6.208,1,0,0,EVE (A)
21,Declan Rice,Arsenal,1,3,7.2,10.421611045998826,0.9290789652781397,95.9,High,10.181,10.663,1,0,0,BRE (A) / WOL (A)
449,Bruno Borges Fernandes,Man Utd,14,3,10.4,6.30593379674149,0.8183422103259912,89.4,High,5.751,6.861,1,0,0,WHU (A)
615,Crysencio Summerville,West Ham,19,3,5.4,5.638490194590198,0.9159476586828912,86.2,High,4.32,6.957,1,0,0,MUN (H)
708,Mateus Gonçalo Espanha Fernandes,West Ham,19,3,5.5,5.00711350844467,0.927812952197372,93.9,High,4.655,5.36,1,0,0,MUN (H)
749,Mateus Mané,Wolves,20,4,4.2,7.666705715247078,0.9158701664972146,65.3,Medium,6.295,9.039,1,0,0,NFO (A) / ARS (H)
720,Tolu Arokodare,Wolves,20,4,5.1,6.997103704105907,0.7531643928501012,62.1,Medium,5.758,8.237,1,0,0,NFO (A) / ARS (H)
249,João Pedro Junqueira de Jesus,Chelsea,7,4,7.4,5.543720391026857,0.7800850774242245,86.8,High,4.825,6.263,1,0,0,LEE (H)
