player_id,full_name,team_name,team_id,element_type,now_cost_millions,expected_points,start_probability,confidence_score,confidence_level,expected_points_lower_80,expected_points_upper_80,starting,bench,captain,next_fixture
366,Alisson Becker,Liverpool,12,1,5.4,5.0570562701506185,0.8991789063115166,92.1,High,4.604,5.51,1,0,0,WOL (H)
725,Piero Hincapié,Arsenal,1,2,5.1,6.884391514254652,0.9145591543555753,96.0,High,6.711,7.058,1,0,0,BHA (H)
408,Rúben dos Santos Gato Alves Dias,Man City,13,2,5.5,5.42898082648067,0.9378567116237158,91.0,High,4.75,6.108,1,0,0,NFO (A)
317,Joachim Andersen,Fulham,10,2,4.4,4.824343695778825,0.9462757268690931,64.4,Medium,3.486,6.163,1,0,0,WHU (A)
47,Morgan Rogers,Aston Villa,2,3,7.3,8.581396453823988,0.9259422430920228,82.3,High,6.012,11.151,1,0,1,CHE (A)
21,Declan Rice,Arsenal,1,3,7.2,5.819983350357479,0.9035011453400217,84.8,High,4.263,7.376,1,0,0,BHA (H)
82,Antoine Semenyo,Man City,13,3,8.0,5.778584612020945,0.8409228923919074,88.9,High,5.117,6.44,1,0,0,NFO (A)
354,Ethan Ampadu,Leeds,11,3,4.9,5.299325064697941,0.9523249898880846,84.4,High,3.335,7.264,1,0,0,SUN (A)
430,Erling Haaland,Man City,13,4,14.7,7.444470554941471,0.9364050255164217,85.7,High,5.845,9.044,1,0,0,NFO (A)
691,Dominic Calvert-Lewin,Leeds,11,4,5.8,7.419125651777657,0.7420988206068133,87.0,High,6.764,8.074,1,0,0,SUN (A)
714,Nick Woltemade,Newcastle,15,4,6.7,7.095264472235538,0.8419548926791196,94.2,High,6.906,7.285,1,0,0,MUN (A)
