player_id,full_name,team_name,team_id,element_type,now_cost_millions,expected_points,start_probability,confidence_score,confidence_level,expected_points_lower_80,expected_points_upper_80,starting,bench,captain,next_fixture
736,Gianluigi Donnarumma,Man City,13,1,5.6,3.909371391676605,0.9602549859979548,70.9,Medium,3.302,4.516,1,0,0,LIV (A)
77,James Hill,Bournemouth,4,2,4.2,8.111729907526948,0.9434810366083066,63.9,Medium,6.396,9.828,1,0,1,AVL (H)
74,Adrien Truffert,Bournemouth,4,2,4.8,6.196933630992611,0.9867887006821802,74.5,Medium,5.656,6.738,1,0,0,AVL (H)
694,Nordi Mukiele,Sunderland,17,2,4.6,6.073212415104159,0.9434013145327187,89.2,High,5.114,7.033,1,0,0,ARS (A)
5,Gabriel dos Santos Magalhães,Arsenal,1,2,7.3,5.5175572937971396,0.8538793256692294,90.4,High,4.999,6.036,1,0,0,SUN (H)
457,Carlos Henrique Casimiro,Man Utd,14,3,5.8,6.373894558478574,0.9091085434655519,88.5,High,5.438,7.31,1,0,0,TOT (H)
382,Florian Wirtz,Liverpool,12,3,8.3,5.836235174830182,0.8472555709983884,88.8,High,5.146,6.527,1,0,0,MCI (H)
90,Alex Scott,Bournemouth,4,3,4.9,5.775388157011417,0.8536680180241523,87.1,High,4.862,6.689,1,0,0,AVL (H)
82,Antoine Semenyo,Man City,13,3,8.0,5.421116211446842,0.952607872474289,95.0,High,5.108,5.734,1,0,0,LIV (A)
783,Pascal Groß,Brighton,6,3,5.6,5.1204854454101785,0.916610710737897,68.6,Medium,4.308,5.933,1,0,0,CRY (H)
730,Brian Brobbey,Sunderland,17,4,5.3,4.919720250302328,0.8849412821559648,89.7,High,4.251,5.588,1,0,0,ARS (A)
