player_id,full_name,team_name,team_id,element_type,now_cost_millions,expected_points,start_probability,confidence_score,confidence_level,expected_points_lower_80,expected_points_upper_80,starting,bench,captain,bench_order,next_fixture
241,Moisés Caicedo Corozo,Chelsea,7,3,5.7,5.496002745718432,0.9070041668790273,94.7,High,5.251,5.741,0,1,0,1,MUN (A)
612,Lucas Tolentino Coelho de Lima,West Ham,19,3,5.9,5.412225872379654,0.9552904259587045,72.2,Medium,4.801,6.023,0,1,0,2,CRY (H)
283,Jean-Philippe Mateta,Crystal Palace,8,4,7.6,4.934175577619431,0.9036387288274799,94.6,High,4.693,5.176,0,1,0,3,WHU (A)
565,Guglielmo Vicario,Spurs,18,1,4.7,6.594390478381948,0.938813969359326,88.9,High,5.598,7.591,0,1,0,4,BHA (A)
