player_id,full_name,team_name,team_id,element_type,now_cost_millions,expected_points,start_probability,confidence_score,confidence_level,expected_points_lower_80,expected_points_upper_80,starting,bench,captain,bench_order,next_fixture
119,Bryan Mbeumo,Man Utd,14,3,8.3,4.738552161048681,0.8659645365564728,91.9,High,4.352,5.125,0,1,0,1,CRY (H)
21,Declan Rice,Arsenal,1,3,7.2,4.690445009542421,0.9344300220333461,94.9,High,4.423,4.958,0,1,0,2,CHE (H)
730,Brian Brobbey,Sunderland,17,4,5.3,3.773677433984739,0.8616545675446755,91.8,High,3.405,4.142,0,1,0,3,BOU (A)
253,Dean Henderson,Crystal Palace,8,1,5.1,4.723472376839324,0.9745267979069605,72.1,Medium,4.123,5.324,0,1,0,4,MUN (A)
