player_id,full_name,team_name,team_id,element_type,now_cost_millions,expected_points,start_probability,confidence_score,confidence_level,expected_points_lower_80,expected_points_upper_80,starting,bench,captain,next_fixture
101,Caoimhín Kelleher,Brentford,5,1,4.8,4.788175011691775,0.9528639278355853,94.7,High,4.46,5.116,1,0,0,MCI (A)
723,Jaydee Canvot,Crystal Palace,8,2,4.5,6.553985387165692,0.8903718619496143,86.5,High,5.379,7.729,1,0,0,EVE (H) / MCI (A)
107,Keane Lewis-Potter,Brentford,5,2,4.8,6.017596177160639,0.8929922026381892,63.3,Medium,4.601,7.434,1,0,0,MCI (A)
257,Maxence Lacroix,Crystal Palace,8,2,5.2,5.922252076574962,0.7440775663933197,82.2,High,4.689,7.155,1,0,0,EVE (H) / MCI (A)
344,Jaka Bijol,Leeds,11,2,3.9,5.657109245482065,0.8997800351474725,91.8,High,5.155,6.159,1,0,0,TOT (A)
417,Rayan Cherki,Man City,13,3,6.5,10.581843758104313,0.8448029916335995,87.0,High,9.523,11.64,1,0,0,BRE (H) / CRY (H)
418,Jérémy Doku,Man City,13,3,6.5,9.51564322678115,0.7400295379398563,87.4,High,8.841,10.191,1,0,0,BRE (H) / CRY (H)
449,Bruno Borges Fernandes,Man Utd,14,3,10.4,4.993710149730571,0.9589664784895988,92.6,High,4.441,5.547,1,0,0,SUN (A)
668,Granit Xhaka,Sunderland,17,3,5.1,4.925135791285848,0.9141636598459295,96.4,High,4.805,5.045,1,0,0,MUN (H)
457,Carlos Henrique Casimiro,Man Utd,14,3,5.8,4.875701527220883,0.9285120485188877,90.5,High,4.168,5.583,1,0,0,SUN (A)
430,Erling Haaland,Man City,13,4,14.7,10.993789007387601,0.9464698296474905,89.9,High,10.005,11.983,1,0,1,BRE (H) / CRY (H)
