player_id,full_name,team_name,team_id,element_type,now_cost_millions,expected_points,start_probability,confidence_score,confidence_level,expected_points_lower_80,expected_points_upper_80,starting,bench,captain,next_fixture
32,Emiliano Martínez Romero,Aston Villa,2,1,5.0,5.113023310587554,0.8959038320881316,93.5,High,4.792,5.434,1,0,0,LEE (A)
295,Michael Keane,Everton,9,2,4.5,5.302677947299712,0.8590900331875277,82.2,High,3.436,7.17,1,0,0,MUN (A)
224,Marc Cucurella Saseta,Chelsea,7,2,6.1,5.286422175520155,0.9106319780393466,89.9,High,4.559,6.014,1,0,0,BUR (A)
411,Nico O'Reilly,Man City,13,2,5.3,5.21649119816532,0.8317944133880513,86.3,High,4.285,6.148,1,0,0,NEW (A)
408,Rúben dos Santos Gato Alves Dias,Man City,13,2,5.5,5.165967463522438,0.9104533611728886,96.7,High,5.074,5.258,1,0,0,NEW (A)
16,Bukayo Saka,Arsenal,1,3,10.0,6.41406415527746,0.9103694537752982,95.0,High,6.179,6.649,1,0,1,TOT (H)
20,Leandro Trossard,Arsenal,1,3,6.6,6.178165290336148,0.854111882013752,88.4,High,5.418,6.938,1,0,0,TOT (H)
236,Pedro Lomba Neto,Chelsea,7,3,7.0,5.519468264410781,0.9142153566472022,96.2,High,5.381,5.658,1,0,0,BUR (A)
249,João Pedro Junqueira de Jesus,Chelsea,7,4,7.4,5.930910778416187,0.8762077989794548,89.7,High,5.264,6.598,1,0,0,BUR (A)
136,Igor Thiago Nascimento Rodrigues,Brentford,5,4,7.2,5.847939812190962,0.8872458144229478,84.1,High,4.24,7.456,1,0,0,BHA (A)
430,Erling Haaland,Man City,13,4,14.7,5.425480790190415,0.9494721881846304,89.0,High,4.427,6.424,1,0,0,NEW (A)
